title,property_size,bedrooms,bathrooms,furnishing,Region,Region Name,Region_Parent_Name,is_boost,price
"3bdrm Bungalow in Ire Akari, Akala Express for sale",450.0,3,3,Unfurnished,"Ibadan, Akala Express",Akala Express,Ibadan,enterprise,25000000
5bdrm Duplex in Chevron for sale,450.0,5,5,Unfurnished,"Lekki, Chevron",Chevron,Lagos State,vip,450000000
"Furnished 4bdrm Bungalow in Kings And Queens, Akala Express for sale",500.0,4,4,Furnished,"Ibadan, Akala Express",Akala Express,Ibadan,enterprise,75000000
4bdrm Duplex in Ikota for sale,450.0,4,4,Unfurnished,"Lekki, Ikota",Ikota,Lagos State,vip,150000000
"Furnished 4bdrm Duplex in Carlton Gate, Akobo for sale",400.0,4,4,Furnished,"Ibadan, Akobo",Akobo,Ibadan,enterprise,200000000
4bdrm Block of Flats in Akala Express for sale,500.0,4,4,Semi Furnished,"Ibadan, Akala Express",Akala Express,Ibadan,enterprise,57000000
"5bdrm Duplex in Garden Estate, Chevron for sale",450.0,5,5,Unfurnished,"Lekki, Chevron",Chevron,Lagos State,vip,550000000
"4bdrm Duplex in Ajah Abraham, Off Lekki-Epe Expressway for sale",250.0,4,4,Unfurnished,"Ajah, Off Lekki-Epe Expressway",Off Lekki-Epe Expressway,Lagos State,diamond,180000000
"4bdrm Duplex in Akoto Estate, Akala Express for sale",470.0,4,4,Semi Furnished,"Ibadan, Akala Express",Akala Express,Ibadan,enterprise,115000000
4bdrm Duplex in Olokonla for sale,320.0,4,4,Semi Furnished,"Ajah, Olokonla",Olokonla,Lagos State,enterprise,165000000
"Furnished 4bdrm Duplex in Chief Lateef Oyelade, Oluyole for sale",500.0,4,4,Furnished,"Oyo State, Oluyole",Oluyole,Oyo State,enterprise,260000000
20bdrm Block of Flats in Egbeda for sale,900.0,20,20,Unfurnished,"Egbeda, Egbeda / Egbeda",Egbeda / Egbeda,Lagos State,basic,100000000
5bdrm Duplex in Lekki Phase 2 for sale,700.0,5,5,Semi Furnished,"Lekki, Lekki Phase 2",Lekki Phase 2,Lagos State,enterprise,400000000
4bdrm Bungalow in Akala Express for sale,500.0,4,4,Unfurnished,"Ibadan, Akala Express",Akala Express,Ibadan,enterprise,50000000
Furnished 4bdrm Duplex in Agodi for sale,350.0,4,4,Furnished,"Ibadan, Agodi",Agodi,Ibadan,enterprise,500000000
6bdrm Bungalow in Bodija for sale,502.0,6,4,Unfurnished,"Ibadan, Bodija",Bodija,Ibadan,False,60000000
"5bdrm Duplex in Amazing Grace Estate, Agege for sale",500.0,5,5,Semi Furnished,"Lagos State, Agege",Agege,Lagos State,enterprise,330000000
"Furnished 2bdrm Penthouse in Orchid, Chevron for sale",150.0,2,2,Furnished,"Lekki, Chevron",Chevron,Lagos State,enterprise,250000000
"Furnished 8bdrm Room & Parlour in Elebu, Akala Express for sale",1000.0,8,8,Furnished,"Ibadan, Akala Express",Akala Express,Ibadan,enterprise,90000000
Furnished 4bdrm Bungalow in Akala Express for sale,900.0,4,4,Furnished,"Ibadan, Akala Express",Akala Express,Ibadan,enterprise,60000000
Furnished 4bdrm Duplex in Oluyole Estate for sale,400.0,4,4,Furnished,"Ibadan, Oluyole Estate",Oluyole Estate,Ibadan,enterprise,275000000
Furnished 3bdrm Bungalow in Ologuneru for sale,450.0,3,3,Furnished,"Ibadan, Ologuneru",Ologuneru,Ibadan,enterprise,70000000
Furnished 5bdrm Duplex in Ologuneru for sale,450.0,5,5,Furnished,"Ibadan, Ologuneru",Ologuneru,Ibadan,enterprise,75000000
"4bdrm Bungalow in Kasunmu Estate, Akala Express for sale",500.0,4,4,Unfurnished,"Ibadan, Akala Express",Akala Express,Ibadan,enterprise,45000000
"3bdrm Bungalow in Success Estate, Akala Express for sale",501.0,3,3,Semi Furnished,"Ibadan, Akala Express",Akala Express,Ibadan,enterprise,85000000
3bdrm House in Ojoo for sale,800.0,3,3,Unfurnished,"Ibadan, Ojoo",Ojoo,Ibadan,enterprise,120000000
"Furnished 4bdrm Duplex in Carlton Gate Estate, Akobo for sale",400.0,4,4,Furnished,"Ibadan, Akobo",Akobo,Ibadan,enterprise,315000000
Furnished 4bdrm Duplex in Jericho for sale,250.0,4,4,Furnished,"Ibadan, Jericho",Jericho,Ibadan,enterprise,250000000
3bdrm Bungalow in Soka for sale,450.0,3,3,Unfurnished,"Ibadan, Soka",Soka,Ibadan,enterprise,25000000
"3bdrm Bungalow in Victory Villa, Abijo for sale",650.0,3,3,Unfurnished,"Ibeju, Abijo",Abijo,Lagos State,premium,60000000
Furnished 5bdrm Duplex in Akobo for sale,400.0,5,5,Furnished,"Ibadan, Akobo",Akobo,Ibadan,enterprise,350000000
"4bdrm Duplex in Kolapo Ishola Gra, Akobo for sale",450.0,4,4,Semi Furnished,"Ibadan, Akobo",Akobo,Ibadan,enterprise,300000000
5bdrm Duplex in Akala Express for sale,450.0,5,5,Semi Furnished,"Ibadan, Akala Express",Akala Express,Ibadan,enterprise,75000000
4bdrm Duplex in Ogudu GRA for sale,200.0,4,4,Semi Furnished,"Ogudu, Ogudu GRA",Ogudu GRA,Lagos State,enterprise,500000000
5bdrm Duplex in Ologuneru for sale,500.0,5,5,Semi Furnished,"Ibadan, Ologuneru",Ologuneru,Ibadan,enterprise,75000000
6bdrm Block of Flats in Moniya for sale,450.0,6,6,Semi Furnished,"Ibadan, Moniya",Moniya,Ibadan,enterprise,45000000
4bdrm Duplex in Ikeja for sale,600.0,4,4,Semi Furnished,"Lagos State, Ikeja",Ikeja,Lagos State,enterprise,650000000
4bdrm Bungalow in Akala Express for sale,500.0,4,4,Semi Furnished,"Ibadan, Akala Express",Akala Express,Ibadan,enterprise,45000000
"Furnished 12bdrm Duplex in Akoto Estate, Akala Express for sale",650.0,12,12,Furnished,"Ibadan, Akala Express",Akala Express,Ibadan,enterprise,240000000
5bdrm House in Yaba for sale,300.0,5,5,Unfurnished,"Lagos State, Yaba",Yaba,Lagos State,enterprise,350000000
"Furnished 5bdrm Duplex in Engr Lere Adigun Gra, Basorun for sale",450.0,5,5,Furnished,"Ibadan, Basorun",Basorun,Ibadan,enterprise,450000000
"Furnished 3bdrm Bungalow in Ahoyaya Estate, Jericho for sale",450.0,3,3,Furnished,"Ibadan, Jericho",Jericho,Ibadan,enterprise,72000000
4bdrm Duplex in Basorun for sale,450.0,4,4,Semi Furnished,"Ibadan, Basorun",Basorun,Ibadan,enterprise,250000000
"4bdrm Bungalow in City Park And Garden, Alakia for sale",500.0,4,4,Semi Furnished,"Ibadan, Alakia",Alakia,Ibadan,enterprise,85000000
Furnished 6bdrm Duplex in CHallenge / Ibadan for sale,600.0,6,6,Furnished,"Ibadan, CHallenge / Ibadan",CHallenge / Ibadan,Ibadan,enterprise,240000000
4bdrm Duplex in Akobo for sale,450.0,4,4,Semi Furnished,"Ibadan, Akobo",Akobo,Ibadan,enterprise,300000000
Furnished 3bdrm Apartment in Victoria Island for sale,320.0,3,3,Furnished,"Lagos State, Victoria Island",Victoria Island,Lagos State,enterprise,600000000
Furnished 4bdrm Duplex in Ogudu GRA for sale,220.0,4,4,Furnished,"Ogudu, Ogudu GRA",Ogudu GRA,Lagos State,enterprise,500000000
6bdrm Bungalow in Alakia for sale,575.0,6,6,Semi Furnished,"Ibadan, Alakia",Alakia,Ibadan,enterprise,50000000
3bdrm Bungalow in Igbogbo for sale,100.0,3,5,Unfurnished,"Ikorodu, Igbogbo",Igbogbo,Lagos State,False,35000000
3bdrm Apartment in Victoria Island for sale,300.0,3,3,Unfurnished,"Lagos State, Victoria Island",Victoria Island,Lagos State,enterprise,570000000
"Furnished 3bdrm Bungalow in Ile-Tuntun, Jericho for sale",460.0,3,3,Furnished,"Ibadan, Jericho",Jericho,Ibadan,enterprise,75000000
Furnished 3bdrm Bungalow in Idishin for sale,450.0,3,3,Furnished,"Ibadan, Idishin",Idishin,Ibadan,enterprise,55000000
13bdrm Apartment in Ajibode for sale,500.0,13,13,Semi Furnished,"Ibadan, Ajibode",Ajibode,Ibadan,enterprise,60000000
"8bdrm Block of Flats in Orange Gate, Oluyole Estate for sale",500.0,8,8,Semi Furnished,"Ibadan, Oluyole Estate",Oluyole Estate,Ibadan,enterprise,130000000
"10bdrm Block of Flats in Akoto Estate, Akala Express for sale",500.0,10,10,Semi Furnished,"Ibadan, Akala Express",Akala Express,Ibadan,enterprise,130000000
3bdrm Block of Flats in Ikeja GRA for sale,180.0,3,3,Unfurnished,"Ikeja, Ikeja GRA",Ikeja GRA,Lagos State,enterprise,350000000
"3bdrm Duplex in Owode Housing Estate, Apata for sale",800.0,3,3,Unfurnished,"Ibadan, Apata",Apata,Ibadan,enterprise,37000000
Furnished 2bdrm Apartment in Rind Road for sale,1500.0,2,2,Furnished,"Ibadan, Rind Road",Rind Road,Ibadan,enterprise,65000000
"Furnished 4bdrm Duplex in Carlton Gate, Akobo for sale",350.0,4,4,Furnished,"Ibadan, Akobo",Akobo,Ibadan,enterprise,300000000
Furnished 4bdrm Duplex in Jericho for sale,500.0,4,4,Furnished,"Ibadan, Jericho",Jericho,Ibadan,enterprise,240000000
4bdrm Duplex in Ikeja for sale,350.0,4,4,Semi Furnished,"Lagos State, Ikeja",Ikeja,Lagos State,enterprise,450000000
12bdrm House in Molete for sale,300.0,12,4,Unfurnished,"Ibadan, Molete",Molete,Ibadan,enterprise,18000000
"4bdrm Duplex in Cowrie Creek Estate, Ikate for sale",600.0,4,4,Semi Furnished,"Lekki, Ikate",Ikate,Lagos State,enterprise,1000000000
Furnished 4bdrm Duplex in Oluyole for sale,500.0,4,4,Furnished,"Oyo State, Oluyole",Oluyole,Oyo State,enterprise,340000000
"4bdrm Bungalow in Teslim Jimoh Street,, Jericho for sale",540.0,4,4,Semi Furnished,"Ibadan, Jericho",Jericho,Ibadan,enterprise,70000000
Furnished 5bdrm Duplex in Akala Express for sale,639.0,5,5,Furnished,"Ibadan, Akala Express",Akala Express,Ibadan,enterprise,270000000
"3bdrm Bungalow in Fort Court, Akala Express for sale",450.0,3,3,Semi Furnished,"Ibadan, Akala Express",Akala Express,Ibadan,enterprise,55000000
Furnished 5bdrm Duplex in Malami Estate for sale,600.0,5,5,Furnished,"Ibadan, Oluyole Estate",Oluyole Estate,Ibadan,enterprise,275000000
3bdrm Apartment in Ikeja for sale,220.0,3,3,Unfurnished,"Lagos State, Ikeja",Ikeja,Lagos State,enterprise,600000000
"4bdrm Duplex in Carlton Gate, Akobo for sale",450.0,4,4,Semi Furnished,"Ibadan, Akobo",Akobo,Ibadan,enterprise,310000000
5bdrm Duplex in Agodi for sale,460.0,5,5,Semi Furnished,"Ibadan, Agodi",Agodi,Ibadan,enterprise,500000000
3bdrm Block of Flats in Ikeja for sale,270.0,3,3,Semi Furnished,"Lagos State, Ikeja",Ikeja,Lagos State,enterprise,300000000
3bdrm Bungalow in Apata for sale,500.0,3,3,Semi Furnished,"Ibadan, Apata",Apata,Ibadan,enterprise,33000000
2bdrm Apartment in Yaba for sale,180.0,2,2,Semi Furnished,"Lagos State, Yaba",Yaba,Lagos State,enterprise,150000000
3bdrm Block of Flats in Yaba for sale,300.0,3,3,Semi Furnished,"Lagos State, Yaba",Yaba,Lagos State,enterprise,200000000
3bdrm Apartment in Victoria Island for sale,300.0,3,3,Semi Furnished,"Lagos State, Victoria Island",Victoria Island,Lagos State,enterprise,750000000
"3bdrm Block of Flats in Abidogun, Osogbo for sale",900.0,3,12,Unfurnished,"Osun State, Osogbo",Osogbo,Osun State,False,60000000
"5bdrm Block of Flats in Ewe Je, Ifako-Ijaiye for sale",24.0,5,4,Unfurnished,"Lagos State, Ifako-Ijaiye",Ifako-Ijaiye,Lagos State,False,28000000
5bdrm Bungalow in Rumuahalu for sale,909.0,5,5,Unfurnished,"Port-Harcourt, Rumuahalu",Rumuahalu,Port-Harcourt,False,70000000
Furnished 5bdrm Duplex in Omole Phase 1 for sale,500.0,5,5,Furnished,"Ikeja, Omole Phase 1",Omole Phase 1,Lagos State,enterprise,700000000
Furnished 3bdrm Apartment in Ikeja for sale,300.0,3,3,Furnished,"Lagos State, Ikeja",Ikeja,Lagos State,enterprise,400000000
Furnished 5bdrm Duplex in Magodo G R A Phase 2 for sale,500.0,5,5,Furnished,"Magodo, GRA Phase 2 Shangisha",GRA Phase 2 Shangisha,Lagos State,enterprise,700000000
Furnished 3bdrm Duplex in Opebi for sale,300.0,3,3,Furnished,"Ikeja, Opebi",Opebi,Lagos State,enterprise,320000000
Furnished 4bdrm Duplex in Magodo G R A Phase 2 for sale,500.0,4,4,Furnished,"Magodo, GRA Phase 2 Shangisha",GRA Phase 2 Shangisha,Lagos State,enterprise,600000000
Furnished 4bdrm Duplex in Adeniyi Jones for sale,310.0,4,4,Furnished,"Ikeja, Adeniyi Jones",Adeniyi Jones,Lagos State,enterprise,800000000
"3bdrm Block of Flats in Fmb Housing Estate, Sabon Lugbe for sale",200.0,3,3,Unfurnished,"Lugbe District, Sabon Lugbe",Sabon Lugbe,Lagos State,False,26000000
Furnished 5bdrm Duplex in Magodo G.R.A Phase for sale,648.0,5,5,Furnished,"Magodo, GRA Phase 1",GRA Phase 1,Lagos State,False,620000000
Furnished 4bdrm Duplex in Magodo G R A Phase 1 for sale,350.0,4,4,Furnished,"Magodo, GRA Phase 1",GRA Phase 1,Lagos State,enterprise,350000000
Furnished 4bdrm Duplex in Omole Phase1 for sale,400.0,4,5,Furnished,"Ikeja, Omole Phase 1",Omole Phase 1,Lagos State,enterprise,600000000
"4bdrm Duplex in Green Field Estate, Isheri North for sale",250.0,4,4,Semi Furnished,"Ojodu, Isheri North",Isheri North,Lagos State,enterprise,130000000
"5bdrm Apartment in Power Line Estate, Ijesha for sale",60.0,5,5,Semi Furnished,"Surulere, Ijesha",Ijesha,Lagos State,False,250000000
3bdrm House in Benin City for sale,200.0,3,2,Unfurnished,"Edo State, Benin City",Benin City,Edo State,False,20000000
4bdrm Duplex in Ologolo Lekki for sale,600.0,4,4,Unfurnished,"Lekki, Ologolo",Ologolo,Lagos State,diamond,180000000
4bdrm Duplex in Ikota Lekki Eti-Osa for sale,600.0,4,4,Unfurnished,"Lekki, Ikota",Ikota,Lagos State,diamond,220000000
1bdrm Apartment in Orchid Road Lekki for sale,600.0,1,1,Unfurnished,"Lekki, Lekki Phase 2",Lekki Phase 2,Lagos State,diamond,60000000
5bdrm Duplex in Chevron Lekki for sale,600.0,5,5,Unfurnished,"Lekki, Chevron",Chevron,Lagos State,diamond,400000000
3bdrm Apartment in Lekki Phase 1 for sale,650.0,3,3,Unfurnished,"Lagos State, Lekki",Lekki,Lagos State,diamond,250000000
4bdrm Duplex in Kubwa for sale,350.0,4,4,Semi Furnished,"Abuja (FCT), Kubwa",Kubwa,Abuja (FCT),diamond,130000000
2bdrm Apartment in Igbo-Efon Lekki for sale,600.0,2,2,Unfurnished,"Lekki, Igbo-efon",Igbo-efon,Lagos State,diamond,115000000
5bdrm Duplex in Chevron Lekki for sale,600.0,5,5,Unfurnished,"Lekki, Chevron",Chevron,Lagos State,diamond,430000000
4bdrm Duplex in Kubwa for sale,500.0,4,4,Semi Furnished,"Abuja (FCT), Kubwa",Kubwa,Abuja (FCT),diamond,320000000
2bdrm Bungalow in Idishin for sale,600.0,2,3,Unfurnished,"Ibadan, Idishin",Idishin,Ibadan,enterprise,50000000
Furnished 2bdrm Apartment in GRA Phase 1 / Port-Harcourt for sale,300.0,2,2,Furnished,"Port-Harcourt, GRA Phase 1 / Port-Harcourt",GRA Phase 1 / Port-Harcourt,Port-Harcourt,False,120000000
"3bdrm Apartment in Private, Kaura for sale",500.0,3,6,Unfurnished,"Abuja (FCT), Kaura",Kaura,Abuja (FCT),vip_gold,105000000
4bdrm Duplex in Kubwa for sale,500.0,4,4,Semi Furnished,"Abuja (FCT), Kubwa",Kubwa,Abuja (FCT),diamond,190000000
"3bdrm Block of Flats in Private, Gaduwa for sale",500.0,3,4,Semi Furnished,"Abuja (FCT), Gaduwa",Gaduwa,Abuja (FCT),vip_gold,103000000
"3bdrm Block of Flats in Iwo Road, Very Close for sale",870.0,3,2,Unfurnished,"Ibadan, Iwo Road",Iwo Road,Ibadan,False,85000000
"5bdrm Duplex in Private, Utako for sale",600.0,5,6,Semi Furnished,"Abuja (FCT), Utako",Utako,Abuja (FCT),vip_gold,600000000
"2bdrm Block of Flats in Private, Galadimawa for sale",500.0,2,3,Semi Furnished,"Abuja (FCT), Galadimawa",Galadimawa,Abuja (FCT),vip_gold,70000000
"3bdrm House in Mabel Estate, Ijesha for sale",50.0,3,3,Unfurnished,"Surulere, Ijesha",Ijesha,Lagos State,False,55000000
Furnished 2bdrm Block of Flats in Kubwa for sale,600.0,2,20,Furnished,"Abuja (FCT), Kubwa",Kubwa,Abuja (FCT),False,350000000
"1bdrm Block of Flats in Akwo Kwara Poly, Ilorin East for sale",135.0,1,1,Unfurnished,"Kwara State, Ilorin East",Ilorin East,Kwara State,diamond,16000000
"3bdrm Block of Flats in Gaa Akanbi, Ilorin South for sale",950.0,3,3,Semi Furnished,"Kwara State, Ilorin South",Ilorin South,Kwara State,diamond,80000000
"Furnished 3bdrm Bungalow in Basin, Ilorin South for sale",900.0,3,4,Furnished,"Kwara State, Ilorin South",Ilorin South,Kwara State,diamond,60000000
"Furnished 6bdrm Duplex in Tanke, Ilorin South for sale",920.0,6,7,Furnished,"Kwara State, Ilorin South",Ilorin South,Kwara State,diamond,63000000
"Furnished 2bdrm Block of Flats in Ganmo Via Amoyo, Ifelodun-Kwara",900.0,2,2,Furnished,"Kwara State, Ifelodun-Kwara",Ifelodun-Kwara,Kwara State,diamond,20000000
"Furnished 1bdrm Block of Flats in Ganmo Via Amoyo, Ifelodun-Kwara",900.0,1,1,Furnished,"Kwara State, Ifelodun-Kwara",Ifelodun-Kwara,Kwara State,diamond,23000000
Studio Apartment in Oshinfolarin Yaba for sale,120.0,1,1,Unfurnished,"Lagos State, Yaba",Yaba,Lagos State,False,5000000
2bdrm Apartment in Ikate Right for sale,600.0,2,2,Unfurnished,"Lekki, Ikate",Ikate,Lagos State,diamond,150000000
4bdrm Duplex in Ojodu Estate for sale,760.0,4,5,Semi Furnished,"Lagos State, Ojodu",Ojodu,Lagos State,vip_gold,600000000
"6bdrm Duplex in Private, Galadimawa for sale",400.0,6,6,Semi Furnished,"Abuja (FCT), Galadimawa",Galadimawa,Abuja (FCT),vip_gold,460000000
"3bdrm Block of Flats in Private, Durumi for sale",500.0,3,4,Semi Furnished,"Abuja (FCT), Durumi",Durumi,Abuja (FCT),vip_gold,130000000
"Furnished 4bdrm Bungalow in Orule Meta Harmony, Ilorin South for sale",500.0,4,4,Furnished,"Kwara State, Ilorin South",Ilorin South,Kwara State,diamond,13000000
"4bdrm Bungalow in Araromi Community, Ilorin South for sale",900.0,4,4,Unfurnished,"Kwara State, Ilorin South",Ilorin South,Kwara State,diamond,15000000
"5bdrm Duplex in Greenwood, Ibeju for sale",600.0,5,5,Semi Furnished,"Lagos State, Ibeju",Ibeju,Lagos State,diamond,170000000
"5bdrm Bungalow in Ganmo, Ifelodun-Kwara for sale",470.0,5,5,Semi Furnished,"Kwara State, Ifelodun-Kwara",Ifelodun-Kwara,Kwara State,diamond,13000000
"4bdrm Duplex in Private, Lugbe District for sale",400.0,4,5,Unfurnished,"Abuja (FCT), Lugbe District",Lugbe District,Abuja (FCT),vip_gold,50000000
"Furnished 3bdrm Bungalow in Ebunlomo Hotel Area, Asa for sale",900.0,3,4,Furnished,"Kwara State, Asa",Asa,Kwara State,diamond,47000000
3bdrm Bungalow in Ita Alamu Ilorin South for sale,350.0,3,3,Semi Furnished,"Kwara State, Ilorin South",Ilorin South,Kwara State,diamond,8500000
2bdrm Apartment in Abraham Adesanya for sale,600.0,2,2,Unfurnished,"Ajah, Abraham Adesanya Estate",Abraham Adesanya Estate,Lagos State,diamond,85000000
"Furnished 4bdrm Duplex in Dantata Estate, Kubwa for sale",500.0,4,5,Furnished,"Abuja (FCT), Kubwa",Kubwa,Abuja (FCT),vip_gold,280000000
4bdrm Duplex in Life Camp for sale,300.0,4,4,Unfurnished,"Gwarinpa, Life Camp",Life Camp,Gwarinpa,diamond,350000000
"3bdrm Block of Flats in Gaa Akanbi, Ilorin South for sale",450.0,3,3,Semi Furnished,"Kwara State, Ilorin South",Ilorin South,Kwara State,diamond,24000000
3bdrm Bungalow in Kubwa for sale,300.0,3,3,Semi Furnished,"Abuja (FCT), Kubwa",Kubwa,Abuja (FCT),diamond,40000000
2bdrm Block of Flats in Sangotedo for sale,648.0,2,3,Unfurnished,"Ajah, Sangotedo",Sangotedo,Lagos State,enterprise,300000000
"4bdrm Bungalow in Private, Galadimawa for sale",650.0,4,5,Unfurnished,"Abuja (FCT), Galadimawa",Galadimawa,Abuja (FCT),vip_gold,110000000
2bdrm Block of Flats in Sagamu Gra for sale,648.0,2,3,Semi Furnished,"Ogun State, Sagamu",Sagamu,Ogun State,vip_gold,110000000
5bdrm Duplex in Dawaki for sale,200.0,5,5,Semi Furnished,"Gwarinpa, Dawaki",Dawaki,Gwarinpa,diamond,200000000
"4bdrm Duplex in Private, Kaura for sale",550.0,4,5,Semi Furnished,"Abuja (FCT), Kaura",Kaura,Abuja (FCT),vip_gold,300000000
"2bdrm Block of Flats in Private, Gaduwa for sale",350.0,2,3,Semi Furnished,"Abuja (FCT), Gaduwa",Gaduwa,Abuja (FCT),vip_gold,85000000
"6bdrm Duplex in Abuja Top Realty, Katampe Extension for sale",943.0,6,6,Unfurnished,"Katampe, Katampe Extension",Katampe Extension,Katampe,vip_gold,600000000
3bdrm Duplex in Kubwa for sale,200.0,3,3,Unfurnished,"Abuja (FCT), Kubwa",Kubwa,Abuja (FCT),diamond,65000000
Mini Flat in Sangotedo Eti-Osa for sale,250.0,1,1,Unfurnished,"Ajah, Sangotedo",Sangotedo,Lagos State,diamond,85000000
"4bdrm Duplex in Private, Mabushi for sale",500.0,4,5,Semi Furnished,"Abuja (FCT), Mabushi",Mabushi,Abuja (FCT),vip_gold,350000000
"5bdrm Duplex in Private, Dakwo District for sale",700.0,5,6,Semi Furnished,"Abuja (FCT), Dakwo District",Dakwo District,Abuja (FCT),vip_gold,350000000
5bdrm Duplex in Life Camp for sale,400.0,5,5,Unfurnished,"Gwarinpa, Life Camp",Life Camp,Gwarinpa,diamond,700000000
"2bdrm Duplex in Abuja Top Realty, Apo Resettlement for sale",3000.0,2,2,Unfurnished,"Apo District, Apo Resettlement",Apo Resettlement,Apo District,vip_gold,140000000
"3bdrm Bungalow in Private, Galadimawa for sale",550.0,3,4,Semi Furnished,"Abuja (FCT), Galadimawa",Galadimawa,Abuja (FCT),vip_gold,110000000
"5bdrm Duplex in Private, Galadimawa for sale",500.0,5,6,Semi Furnished,"Abuja (FCT), Galadimawa",Galadimawa,Abuja (FCT),vip_gold,240000000
2bdrm Apartment in Ikate Lekki Eti-Osa for sale,600.0,2,2,Unfurnished,"Lekki, Ikate",Ikate,Lagos State,diamond,220000000
1bdrm Apartment in Sangotedo Eti-Osa for sale,600.0,1,1,Unfurnished,"Ajah, Sangotedo",Sangotedo,Lagos State,diamond,35000000
3bdrm Apartment in Majek Axis Sangotedo for sale,4000.0,3,3,Unfurnished,"Ajah, Sangotedo",Sangotedo,Lagos State,diamond,50000000
"2bdrm Block of Flats in Private, Gaduwa for sale",500.0,2,3,Semi Furnished,"Abuja (FCT), Gaduwa",Gaduwa,Abuja (FCT),vip_gold,65000000
2bdrm Apartment in Abraham Adesanya for sale,600.0,2,2,Unfurnished,"Ajah, Abraham Adesanya Estate",Abraham Adesanya Estate,Lagos State,diamond,120000000
2bdrm Apartment in Agungi Lekki Eti-Osa for sale,600.0,2,2,Unfurnished,"Lekki, Agungi",Agungi,Lagos State,diamond,120000000
1bdrm Apartment in Ologolo Lekki for sale,600.0,1,1,Unfurnished,"Lekki, Ologolo",Ologolo,Lagos State,diamond,65000000
Furnished 4bdrm Duplex in Life Camp for sale,600.0,4,4,Furnished,"Gwarinpa, Life Camp",Life Camp,Gwarinpa,diamond,150000000
3bdrm Duplex in Gwarinpa for sale,150.0,3,3,Unfurnished,"Abuja (FCT), Gwarinpa",Gwarinpa,Abuja (FCT),diamond,55000000
2bdrm Bungalow in Gudu for sale,550.0,2,3,Semi Furnished,"Abuja (FCT), Gudu",Gudu,Abuja (FCT),vip_gold,165000000
2bdrm Block of Flats in Durumi for sale,300.0,2,3,Semi Furnished,"Abuja (FCT), Durumi",Durumi,Abuja (FCT),vip_gold,80000000
"Furnished 4bdrm Bungalow in Unguwar Dosa, Kaduna / Kaduna State",1000.0,4,7,Furnished,"Kaduna State, Kaduna / Kaduna State",Kaduna / Kaduna State,Kaduna State,False,120000000
